1,0.2201,2.4047059939575200,simplemean,noattack
2,0.2873,2.0184087216186500,simplemean,noattack
3,0.3229,1.8940778466796900,simplemean,noattack
4,0.3583,1.8202365222168000,simplemean,noattack
5,0.3866,1.7467946755981400,simplemean,noattack
6,0.3806,1.7066362539672900,simplemean,noattack
7,0.3798,1.7125600399780300,simplemean,noattack
8,0.4298,1.6080215579223600,simplemean,noattack
9,0.4214,1.6066467274475100,simplemean,noattack
10,0.4511,1.5296049588012700,simplemean,noattack
20,0.4657,1.4756131144714400,simplemean,noattack
30,0.4906,1.3977783245849600,simplemean,noattack
40,0.5199,1.3266562109375,simplemean,noattack
50,0.5612,1.1737594326782200,simplemean,noattack
60,0.5907,1.083764051513670,simplemean,noattack
70,0.602,1.0415126475524900,simplemean,noattack
80,0.5892,1.082768537750240,simplemean,noattack
90,0.6024,1.0375456764221200,simplemean,noattack
100,0.6117,1.0080629075622600,simplemean,noattack
110,0.657,0.87064625831604,simplemean,noattack
120,0.6841,0.7837550450134280,simplemean,noattack
130,0.6879,0.7630771575164800,simplemean,noattack
140,0.6959,0.7500445810699460,simplemean,noattack
150,0.7003,0.7084441796112060,simplemean,noattack
160,0.6682,0.8136526750183110,simplemean,noattack
170,0.6928,0.7246558619689940,simplemean,noattack
180,0.6939,0.7274489611816410,simplemean,noattack
190,0.7221,0.6259072355651860,simplemean,noattack
200,0.678,0.7731888461303710,simplemean,noattack
